request,time_stamp,duration (sec),success,generated numbers count,next_interval
1,2026-05-02T14:23:20.130668,0.63,True,10,18.0
2,2026-05-02T14:23:38.389248,0.25,True,10,19.0
3,2026-05-02T14:23:57.640369,0.25,True,10,9.0
4,2026-05-02T14:24:06.913324,0.27,True,10,18.0
5,2026-05-02T14:24:25.183273,0.27,True,10,20.0
6,2026-05-02T14:24:45.502775,0.32,True,10,19.0
7,2026-05-02T14:25:04.760261,0.25,True,10,10.0
8,2026-05-02T14:25:15.049768,0.28,True,10,13.0
9,2026-05-02T14:25:28.322539,0.27,True,10,17.0
10,2026-05-02T14:25:45.598420,0.27,True,10,18.0
11,2026-05-02T14:26:04.259867,0.66,True,10,10.0
12,2026-05-02T14:26:14.520170,0.26,True,10,8.0
13,2026-05-02T14:26:22.840796,0.32,True,10,15.0
14,2026-05-02T14:26:38.140269,0.3,True,10,5.0
15,2026-05-02T14:26:43.430605,0.29,True,10,9.0
16,2026-05-02T14:26:52.708737,0.28,True,10,10.0
17,2026-05-02T14:27:02.973599,0.26,True,10,1.0
18,2026-05-02T14:27:04.274395,0.3,True,10,12.0
19,2026-05-02T14:27:16.602197,0.32,True,10,11.0
20,2026-05-02T14:27:27.895012,0.29,True,10,3.0
21,2026-05-02T14:27:31.156655,0.26,True,10,16.0
22,2026-05-02T14:27:47.432551,0.27,True,10,13.0
23,2026-05-02T14:28:00.695647,0.26,True,10,16.0
24,2026-05-02T14:28:16.951389,0.25,True,10,18.0
25,2026-05-02T14:28:35.231407,0.27,True,10,8.0
26,2026-05-02T14:28:43.489110,0.25,True,10,10.0
27,2026-05-02T14:28:53.795520,0.3,True,10,14.0
28,2026-05-02T14:29:08.052669,0.25,True,10,6.0
29,2026-05-02T14:29:14.299460,0.25,True,10,5.0
30,2026-05-02T14:29:19.551101,0.25,True,10,7.0
31,2026-05-02T14:29:26.803859,0.25,True,10,3.0
32,2026-05-02T14:29:30.068539,0.26,True,10,4.0
33,2026-05-02T14:29:34.340035,0.27,True,10,12.0
34,2026-05-02T14:29:46.643434,0.3,True,10,7.0
35,2026-05-02T14:29:53.947337,0.3,True,10,4.0
36,2026-05-02T14:29:58.215355,0.26,True,10,18.0
37,2026-05-02T14:30:16.488372,0.27,True,10,9.0
38,2026-05-02T14:30:25.783698,0.29,True,10,13.0
39,2026-05-02T14:30:39.050180,0.27,True,10,14.0
40,2026-05-02T14:30:53.331831,0.28,True,10,8.0
41,2026-05-02T14:31:01.588298,0.25,True,10,6.0
42,2026-05-02T14:31:07.921904,0.33,True,10,18.0
43,2026-05-02T14:31:26.526780,0.6,True,10,11.0
44,2026-05-02T14:31:37.784306,0.25,True,10,1.0
45,2026-05-02T14:31:39.069420,0.28,True,10,2.0
46,2026-05-02T14:31:41.345192,0.27,True,10,19.0
47,2026-05-02T14:32:00.615689,0.26,True,10,20.0
48,2026-05-02T14:32:20.884290,0.26,True,10,19.0
49,2026-05-02T14:32:40.141917,0.26,True,10,14.0
50,2026-05-02T14:32:54.427764,0.28,True,10,11.0
51,2026-05-02T14:33:05.712262,0.28,True,10,2.0
52,2026-05-02T14:33:07.972422,0.26,True,10,11.0
53,2026-05-02T14:33:19.241902,0.27,True,10,6.0
54,2026-05-02T14:33:25.517194,0.27,True,10,14.0
55,2026-05-02T14:33:39.799393,0.28,True,10,3.0
56,2026-05-02T14:33:43.062877,0.26,True,10,10.0
57,2026-05-02T14:33:53.318082,0.25,True,10,6.0
58,2026-05-02T14:33:59.587135,0.27,True,10,14.0
59,2026-05-02T14:34:14.150238,0.56,True,10,15.0
60,2026-05-02T14:34:29.433814,0.28,True,10,18.0
61,2026-05-02T14:34:47.698664,0.26,True,10,18.0
62,2026-05-02T14:35:05.945547,0.24,True,10,4.0
63,2026-05-02T14:35:10.195925,0.25,True,10,2.0
64,2026-05-02T14:35:12.449280,0.25,True,10,1.0
65,2026-05-02T14:35:13.710842,0.26,True,10,20.0
66,2026-05-02T14:35:34.325120,0.61,True,10,1.0
67,2026-05-02T14:35:35.900071,0.57,True,10,9.0
68,2026-05-02T14:35:45.755895,0.85,True,10,10.0
69,2026-05-02T14:35:56.008715,0.25,True,10,5.0
70,2026-05-02T14:36:01.273336,0.26,True,10,15.0
71,2026-05-02T14:36:16.549284,0.27,True,10,12.0
