request,time_stamp,duration (sec),success,generated numbers count,next_interval
1,2026-05-02T15:37:02.774936,0.29,True,10,6.0
2,2026-05-02T15:37:09.053283,0.28,True,10,3.0
3,2026-05-02T15:37:12.308779,0.25,True,10,18.0
4,2026-05-02T15:37:30.608214,0.3,True,10,15.0
5,2026-05-02T15:37:45.868357,0.25,True,10,7.0
6,2026-05-02T15:37:53.152627,0.28,True,10,29.0
7,2026-05-02T15:38:22.430420,0.27,True,10,32.0
8,2026-05-02T15:38:55.009954,0.57,True,10,9.0
9,2026-05-02T15:39:04.312994,0.3,True,10,32.0
10,2026-05-02T15:39:36.599438,0.28,True,10,19.0
11,2026-05-02T15:39:55.871016,0.27,True,10,23.0
12,2026-05-02T15:40:19.449684,0.58,True,10,8.0
13,2026-05-02T15:40:27.747793,0.3,True,10,18.0
14,2026-05-02T15:40:46.016052,0.27,True,10,33.0
15,2026-05-02T15:41:19.299310,0.28,True,10,6.0
16,2026-05-02T15:41:25.550477,0.25,True,10,5.0
17,2026-05-02T15:41:30.832726,0.28,True,10,25.0
18,2026-05-02T15:41:56.177417,0.34,True,10,30.0
19,2026-05-02T15:42:26.451884,0.27,True,10,6.0
20,2026-05-02T15:42:32.720165,0.26,True,10,13.0
21,2026-05-02T15:42:45.973265,0.25,True,10,3.0
22,2026-05-02T15:42:49.244007,0.27,True,10,8.0
23,2026-05-02T15:42:57.514180,0.27,True,10,12.0
24,2026-05-02T15:43:09.753987,0.24,True,10,14.0
25,2026-05-02T15:43:24.367882,0.61,True,10,9.0
26,2026-05-02T15:43:33.632619,0.26,True,10,23.0
27,2026-05-02T15:43:56.937815,0.3,True,10,12.0
28,2026-05-02T15:44:09.227397,0.28,True,10,19.0
29,2026-05-02T15:44:28.490526,0.26,True,10,16.0
30,2026-05-02T15:44:45.094220,0.6,True,10,24.0
31,2026-05-02T15:45:09.367962,0.27,True,10,27.0
32,2026-05-02T15:45:36.631715,0.26,True,10,12.0
33,2026-05-02T15:45:48.888610,0.25,True,10,22.0
34,2026-05-02T15:46:11.464260,0.57,True,10,8.0
35,2026-05-02T15:46:19.731508,0.26,True,10,12.0
36,2026-05-02T15:46:32.004230,0.27,True,10,7.0
37,2026-05-02T15:46:39.275004,0.27,True,10,6.0
38,2026-05-02T15:46:45.555215,0.28,True,10,2.0
39,2026-05-02T15:46:47.802890,0.25,True,10,1.0
40,2026-05-02T15:46:49.061464,0.25,True,10,6.0
41,2026-05-02T15:46:55.362715,0.3,True,10,23.0
42,2026-05-02T15:47:18.660475,0.3,True,10,20.0
43,2026-05-02T15:47:38.952581,0.29,True,10,17.0
