request,time_stamp,duration (sec),success,generated numbers count,next_interval
1,2026-05-02T15:12:53.321485,0.59,True,10,5.0
2,2026-05-02T15:12:58.596027,0.27,True,10,13.0
3,2026-05-02T15:13:11.876101,0.28,True,10,22.0
4,2026-05-02T15:13:34.816580,0.94,True,10,24.0
5,2026-05-02T15:13:59.136627,0.31,True,10,21.0
6,2026-05-02T15:14:20.434837,0.29,True,10,1.0
7,2026-05-02T15:14:21.710451,0.27,True,10,8.0
8,2026-05-02T15:14:30.019592,0.31,True,10,19.0
9,2026-05-02T15:14:49.275211,0.25,True,10,7.0
10,2026-05-02T15:14:56.541901,0.26,True,10,23.0
11,2026-05-02T15:15:19.810889,0.27,True,10,25.0
12,2026-05-02T15:15:45.393397,0.58,True,10,18.0
13,2026-05-02T15:16:03.666892,0.27,True,10,19.0
14,2026-05-02T15:16:22.966378,0.29,True,10,7.0
15,2026-05-02T15:16:30.225991,0.26,True,10,25.0
16,2026-05-02T15:16:55.507803,0.28,True,10,1.0
17,2026-05-02T15:16:56.775377,0.27,True,10,17.0
18,2026-05-02T15:17:14.671427,0.89,True,10,9.0
19,2026-05-02T15:17:23.942693,0.27,True,10,24.0
20,2026-05-02T15:17:48.218416,0.27,True,10,8.0
21,2026-05-02T15:17:56.478060,0.26,True,10,11.0
22,2026-05-02T15:18:07.753836,0.27,True,10,22.0
23,2026-05-02T15:18:30.015271,0.26,True,10,17.0
24,2026-05-02T15:18:47.313285,0.29,True,10,22.0
25,2026-05-02T15:19:09.578464,0.26,True,10,16.0
26,2026-05-02T15:19:25.895606,0.31,True,10,23.0
27,2026-05-02T15:19:49.198966,0.3,True,10,16.0
28,2026-05-02T15:20:05.467533,0.26,True,10,14.0
29,2026-05-02T15:20:19.737504,0.27,True,10,3.0
30,2026-05-02T15:20:22.998808,0.26,True,10,4.0
31,2026-05-02T15:20:27.268910,0.27,True,10,20.0
32,2026-05-02T15:20:47.543866,0.27,True,10,3.0
33,2026-05-02T15:20:50.807570,0.26,True,10,2.0
34,2026-05-02T15:20:53.074976,0.26,True,10,3.0
35,2026-05-02T15:20:56.340795,0.26,True,10,11.0
36,2026-05-02T15:21:07.642459,0.3,True,10,12.0
37,2026-05-02T15:21:19.967000,0.32,True,10,22.0
38,2026-05-02T15:21:42.238567,0.27,True,10,21.0
39,2026-05-02T15:22:03.516050,0.28,True,10,19.0
40,2026-05-02T15:22:22.794398,0.27,True,10,1.0
41,2026-05-02T15:22:24.060685,0.26,True,10,18.0
42,2026-05-02T15:22:42.315778,0.25,True,10,10.0
43,2026-05-02T15:22:52.574574,0.25,True,10,1.0
44,2026-05-02T15:22:53.834741,0.26,True,10,20.0
45,2026-05-02T15:23:14.117900,0.28,True,10,12.0
46,2026-05-02T15:23:26.376953,0.26,True,10,23.0
47,2026-05-02T15:23:49.943675,0.56,True,10,22.0
48,2026-05-02T15:24:12.217988,0.27,True,10,2.0
49,2026-05-02T15:24:14.512847,0.29,True,10,10.0
50,2026-05-02T15:24:24.795696,0.28,True,10,3.0
51,2026-05-02T15:24:28.096939,0.3,True,10,20.0
52,2026-05-02T15:24:48.390336,0.29,True,10,1.0
53,2026-05-02T15:24:49.641227,0.25,True,10,10.0
54,2026-05-02T15:24:59.920364,0.27,True,10,16.0
55,2026-05-02T15:25:16.219224,0.3,True,10,14.0
56,2026-05-02T15:25:30.462937,0.24,True,10,19.0
57,2026-05-02T15:25:49.746125,0.28,True,10,25.0
58,2026-05-02T15:26:15.008587,0.26,True,10,24.0
59,2026-05-02T15:26:39.603797,0.59,True,10,21.0
60,2026-05-02T15:27:00.884873,0.28,True,10,3.0
61,2026-05-02T15:27:04.169499,0.28,True,10,14.0
62,2026-05-02T15:27:18.494123,0.32,True,10,23.0
63,2026-05-02T15:27:42.213600,0.71,True,10,7.0
64,2026-05-02T15:27:49.516744,0.3,True,10,17.0
65,2026-05-02T15:28:06.842232,0.33,True,10,22.0
66,2026-05-02T15:28:29.195328,0.35,True,10,4.0
67,2026-05-02T15:28:33.543888,0.35,True,10,19.0
68,2026-05-02T15:28:52.823986,0.28,True,10,16.0
69,2026-05-02T15:29:09.108699,0.28,True,10,6.0
70,2026-05-02T15:29:15.383959,0.27,True,10,10.0
71,2026-05-02T15:29:25.704185,0.32,True,10,24.0
72,2026-05-02T15:29:49.987952,0.28,True,10,20.0
