request,time_stamp,duration (sec),success,generated numbers count,next_interval
1,2026-05-01T17:50:08.253543,0.9,False,0,22.0
2,2026-05-01T17:50:31.132887,0.88,False,0,13.0
3,2026-05-01T17:50:45.050698,0.92,False,0,14.0
4,2026-05-01T17:50:59.984140,0.93,True,10,6.0
5,2026-05-01T17:51:06.850499,0.87,True,10,32.0
6,2026-05-01T17:51:39.880765,1.03,True,10,34.0
7,2026-05-01T17:52:14.787131,0.91,True,10,30.0
8,2026-05-01T17:52:46.052027,1.26,True,10,19.0
9,2026-05-01T17:53:05.996155,0.94,True,10,12.0
10,2026-05-01T17:53:18.906370,0.91,True,10,6.0
11,2026-05-01T17:53:25.900080,0.99,True,10,22.0
12,2026-05-01T17:53:49.187409,1.29,True,10,2.0
13,2026-05-01T17:53:52.022820,0.84,True,10,11.0
14,2026-05-01T17:54:03.902519,0.88,True,10,34.0
15,2026-05-01T17:54:39.008027,1.1,True,10,24.0
16,2026-05-01T17:55:03.967151,0.96,True,10,1.0
17,2026-05-01T17:55:05.813734,0.85,True,10,17.0
18,2026-05-01T17:55:23.610011,0.8,True,10,10.0
19,2026-05-01T17:55:34.498578,0.89,True,10,12.0
20,2026-05-01T17:55:47.333153,0.83,True,10,26.0
21,2026-05-01T17:56:14.340397,1.01,True,10,21.0
22,2026-05-01T17:56:35.962257,0.62,True,10,34.0
23,2026-05-01T17:57:10.948559,0.99,True,10,31.0
24,2026-05-01T17:57:43.048147,1.1,True,10,35.0
25,2026-05-01T17:58:18.581577,0.53,True,10,20.0
26,2026-05-01T17:58:39.096004,0.51,True,10,13.0
27,2026-05-01T17:58:52.949547,0.85,True,10,23.0
28,2026-05-01T17:59:16.549886,0.6,True,10,18.0
29,2026-05-01T17:59:35.154075,0.6,True,10,32.0
30,2026-05-01T18:00:07.713389,0.56,True,10,10.0
31,2026-05-01T18:00:18.258295,0.54,True,10,16.0
32,2026-05-01T18:00:34.871585,0.61,True,10,10.0
33,2026-05-01T18:00:45.512351,0.64,True,10,12.0
34,2026-05-01T18:00:58.075930,0.56,True,10,4.0
35,2026-05-01T18:01:02.619872,0.54,True,10,5.0
36,2026-05-01T18:01:08.652861,1.03,True,10,23.0
37,2026-05-01T18:01:32.218515,0.57,True,10,30.0
38,2026-05-01T18:02:02.815987,0.6,True,10,13.0
39,2026-05-01T18:02:16.881066,1.06,True,10,13.0
40,2026-05-01T18:02:30.428527,0.55,True,10,18.0
41,2026-05-01T18:02:49.040408,0.61,True,10,27.0
42,2026-05-01T18:03:16.582197,0.54,True,10,21.0
43,2026-05-01T18:03:38.332974,0.75,True,10,15.0
44,2026-05-01T18:03:53.874473,0.54,True,10,18.0
45,2026-05-01T18:04:12.422782,0.55,True,10,31.0
46,2026-05-01T18:04:44.498652,1.08,True,10,4.0
47,2026-05-01T18:04:49.045383,0.55,True,10,14.0
48,2026-05-01T18:05:03.625913,0.58,True,10,34.0
49,2026-05-01T18:05:38.170235,0.54,True,10,31.0
50,2026-05-01T18:06:10.153117,0.98,True,10,15.0
51,2026-05-01T18:06:26.165353,1.01,True,10,20.0
52,2026-05-01T18:06:46.730538,0.56,True,10,7.0
53,2026-05-01T18:06:54.349140,0.62,True,10,34.0
54,2026-05-01T18:07:29.339203,0.99,True,10,15.0
55,2026-05-01T18:07:45.400987,1.06,True,10,12.0
56,2026-05-01T18:07:58.102931,0.7,True,10,7.0
57,2026-05-01T18:08:05.632153,0.53,True,10,29.0
58,2026-05-01T18:08:35.290985,0.65,True,10,24.0
59,2026-05-01T18:08:59.866757,0.58,True,10,18.0
60,2026-05-01T18:09:18.409045,0.54,True,10,29.0
61,2026-05-01T18:09:48.466299,1.06,True,10,31.0
62,2026-05-01T18:10:20.022710,0.56,True,10,6.0
63,2026-05-01T18:10:26.586621,0.56,True,10,13.0
64,2026-05-01T18:10:40.138747,0.55,True,10,3.0
65,2026-05-01T18:10:43.625547,0.49,True,10,17.0
66,2026-05-01T18:11:01.267053,0.64,True,10,21.0
67,2026-05-01T18:11:22.796499,0.53,True,10,9.0
68,2026-05-01T18:11:32.327892,0.53,True,10,8.0
69,2026-05-01T18:11:40.896759,0.57,True,10,15.0
70,2026-05-01T18:11:56.456037,0.56,True,10,17.0
71,2026-05-01T18:12:14.021655,0.57,True,10,3.0
72,2026-05-01T18:12:17.519284,0.5,True,10,19.0
73,2026-05-01T18:12:37.144844,0.62,True,10,26.0
74,2026-05-01T18:13:04.298921,1.15,True,10,21.0
75,2026-05-01T18:13:25.929128,0.63,True,10,4.0
76,2026-05-01T18:13:30.454198,0.52,True,10,7.0
77,2026-05-01T18:13:38.042883,0.59,True,10,2.0
78,2026-05-01T18:13:40.558284,0.52,True,10,34.0
79,2026-05-01T18:14:15.098785,0.54,True,10,28.0
80,2026-05-01T18:14:43.689390,0.59,True,10,24.0
81,2026-05-01T18:15:08.321553,0.63,True,10,16.0
82,2026-05-01T18:15:24.834603,0.51,True,10,34.0
83,2026-05-01T18:15:59.833387,1.0,True,10,5.0
84,2026-05-01T18:16:05.411984,0.58,True,10,8.0
85,2026-05-01T18:16:14.006808,0.59,True,10,9.0
86,2026-05-01T18:16:23.532913,0.53,True,10,28.0
87,2026-05-01T18:16:52.091611,0.56,True,10,30.0
88,2026-05-01T18:17:23.025031,0.93,True,10,17.0
89,2026-05-01T18:17:40.559970,0.53,True,10,30.0
90,2026-05-01T18:18:11.136989,0.58,True,10,27.0
91,2026-05-01T18:18:39.168832,1.03,True,10,1.0
92,2026-05-01T18:18:40.673741,0.5,True,10,32.0
93,2026-05-01T18:19:13.218944,0.54,True,10,13.0
94,2026-05-01T18:19:27.167151,0.95,True,10,35.0
95,2026-05-01T18:20:02.747654,0.58,True,10,8.0
96,2026-05-01T18:20:11.266966,0.52,True,10,19.0
97,2026-05-01T18:20:30.811335,0.54,True,10,22.0
98,2026-05-01T18:20:53.334279,0.52,True,10,26.0
99,2026-05-01T18:21:20.630680,1.3,True,10,3.0
100,2026-05-01T18:21:24.333790,0.7,True,10,
