request,time_stamp,duration (sec),success,generated numbers count,next_interval
1,2026-05-02T13:57:39.863516,1.46,True,10,12.0
2,2026-05-02T13:57:52.123189,0.26,True,10,28.0
3,2026-05-02T13:58:20.383358,0.26,True,10,3.0
4,2026-05-02T13:58:23.722384,0.33,True,10,8.0
5,2026-05-02T13:58:31.983276,0.26,True,10,17.0
6,2026-05-02T13:58:49.239540,0.25,True,10,20.0
7,2026-05-02T13:59:09.820986,0.58,True,10,14.0
8,2026-05-02T13:59:24.083389,0.26,True,10,5.0
9,2026-05-02T13:59:29.348226,0.26,True,10,18.0
10,2026-05-02T13:59:47.610244,0.26,True,10,23.0
11,2026-05-02T14:00:10.876124,0.27,True,10,2.0
12,2026-05-02T14:00:13.143242,0.26,True,10,2.0
13,2026-05-02T14:00:15.393552,0.25,True,10,11.0
14,2026-05-02T14:00:26.664046,0.27,True,10,6.0
15,2026-05-02T14:00:32.923923,0.25,True,10,1.0
16,2026-05-02T14:00:34.223926,0.3,True,10,29.0
17,2026-05-02T14:01:03.493165,0.27,True,10,13.0
18,2026-05-02T14:01:16.752906,0.26,True,10,17.0
19,2026-05-02T14:01:34.015227,0.26,True,10,15.0
20,2026-05-02T14:01:49.616262,0.6,True,10,21.0
21,2026-05-02T14:02:10.887033,0.27,True,10,9.0
22,2026-05-02T14:02:20.148678,0.26,True,10,22.0
23,2026-05-02T14:02:42.413300,0.26,True,10,28.0
24,2026-05-02T14:03:11.010258,0.59,True,10,3.0
25,2026-05-02T14:03:14.267996,0.25,True,10,16.0
26,2026-05-02T14:03:30.512608,0.24,True,10,6.0
27,2026-05-02T14:03:36.767395,0.25,True,10,29.0
28,2026-05-02T14:04:06.028116,0.26,True,10,14.0
29,2026-05-02T14:04:20.330610,0.3,True,10,18.0
30,2026-05-02T14:04:38.645783,0.31,True,10,30.0
31,2026-05-02T14:05:08.955396,0.31,True,10,11.0
32,2026-05-02T14:05:20.206258,0.25,True,10,3.0
33,2026-05-02T14:05:23.500585,0.29,True,10,3.0
34,2026-05-02T14:05:26.755784,0.25,True,10,14.0
35,2026-05-02T14:05:41.021482,0.26,True,10,9.0
36,2026-05-02T14:05:50.279740,0.26,True,10,27.0
37,2026-05-02T14:06:17.661315,0.38,True,10,12.0
38,2026-05-02T14:06:29.909998,0.24,True,10,19.0
39,2026-05-02T14:06:49.196466,0.28,True,10,15.0
40,2026-05-02T14:07:04.491317,0.29,True,10,12.0
41,2026-05-02T14:07:16.769030,0.27,True,10,8.0
42,2026-05-02T14:07:25.042162,0.27,True,10,12.0
43,2026-05-02T14:07:37.357905,0.31,True,10,4.0
44,2026-05-02T14:07:41.613463,0.25,True,10,28.0
45,2026-05-02T14:08:09.885022,0.27,True,10,1.0
46,2026-05-02T14:08:11.147575,0.26,True,10,16.0
47,2026-05-02T14:08:27.416656,0.26,True,10,14.0
48,2026-05-02T14:08:41.693552,0.27,True,10,26.0
49,2026-05-02T14:09:08.322042,0.63,True,10,18.0
50,2026-05-02T14:09:26.579842,0.26,True,10,15.0
51,2026-05-02T14:09:41.846451,0.26,True,10,10.0
52,2026-05-02T14:09:52.103346,0.25,True,10,7.0
53,2026-05-02T14:09:59.380353,0.27,True,10,23.0
54,2026-05-02T14:10:22.630417,0.25,True,10,26.0
55,2026-05-02T14:10:48.903889,0.27,True,10,6.0
56,2026-05-02T14:10:55.157096,0.25,True,10,2.0
57,2026-05-02T14:10:57.438723,0.28,True,10,20.0
58,2026-05-02T14:11:17.724836,0.28,True,10,6.0
59,2026-05-02T14:11:23.984691,0.25,True,10,5.0
60,2026-05-02T14:11:29.244041,0.25,True,10,7.0
61,2026-05-02T14:11:36.508523,0.26,True,10,17.0
62,2026-05-02T14:11:53.782792,0.27,True,10,4.0
63,2026-05-02T14:11:58.041378,0.25,True,10,5.0
64,2026-05-02T14:12:03.298015,0.26,True,10,28.0
65,2026-05-02T14:12:31.559896,0.26,True,10,13.0
66,2026-05-02T14:12:44.826483,0.26,True,10,12.0
67,2026-05-02T14:12:57.159532,0.33,True,10,20.0
68,2026-05-02T14:13:17.481919,0.32,True,10,28.0
69,2026-05-02T14:13:45.824126,0.34,True,10,14.0
70,2026-05-02T14:14:00.138562,0.31,True,10,26.0
71,2026-05-02T14:14:26.698493,0.56,True,10,11.0
72,2026-05-02T14:14:37.980585,0.28,True,10,1.0
73,2026-05-02T14:14:39.258917,0.28,True,10,22.0
